iter	RMSE
194	0.3068436097
195	0.3052402075
196	0.3041462265
197	0.3019426259
198	0.3002278775
199	0.2990802404
200	0.2977732974
201	0.2965212008
202	0.2948148564
203	0.2934263572
204	0.2921305698
205	0.2906525065
206	0.2885155503
207	0.2871318531
208	0.2859303922
209	0.2842287812
210	0.2812996548
211	0.2797151402
212	0.2783639166
213	0.2765319118
214	0.2752057799
215	0.2727727562
216	0.2715546215
217	0.2704112709
218	0.2691700121
219	0.2667980741
220	0.2653689674
221	0.2640415192
222	0.2628707951
223	0.2616337567
224	0.2603602348
225	0.2593035603
226	0.2581446126
227	0.2562397277
228	0.2548892998
229	0.2537404412
230	0.2527925397
231	0.2518190116
232	0.2507868182
233	0.2481725249
234	0.2468797629
235	0.2457830344
236	0.2445662019
237	0.2435547636
238	0.242589643
239	0.2415275691
240	0.2403486291
241	0.2381401532
242	0.2356270656
243	0.2345920139
244	0.2336826738
245	0.2327409611
246	0.2317505833
247	0.2307501373
248	0.2297357922
249	0.2272563988
250	0.2261115566
251	0.2239250374
252	0.2229739818
253	0.2218406042
254	0.2207865167
255	0.219969285
256	0.2191699892
257	0.2182006676
258	0.2159965308
259	0.2150469026
260	0.2141710974
261	0.2134010272
262	0.2125538792
263	0.2116460697
264	0.2106709252
265	0.2097570424
266	0.2089366015
267	0.2066787524
268	0.2058919995
269	0.203786218
270	0.2015361619
271	0.2007514194
272	0.1999863452
273	0.1993326574
274	0.1971465781
275	0.1963955194
276	0.1955945412
277	0.1948609786
278	0.1941826249
279	0.1933977153
280	0.192710038
281	0.1907987406
282	0.188779504
283	0.1881347637
284	0.1874594012
285	0.1867872554
286	0.185972969
287	0.1854274236
288	0.1847195034
289	0.1827142454
290	0.1820644635
291	0.1803197232
292	0.1796393089
293	0.1778426572
294	0.1772291218
295	0.1766079681
296	0.1759969637
297	0.1742385225
298	0.17245001
299	0.1706273551
300	0.1688783672
301	0.1682949615
302	0.167715148
303	0.1671426042
304	0.1665871478
305	0.1660767379
306	0.1644327192
307	0.1638458151
308	0.1621868407
309	0.1616108402
310	0.1598734039
311	0.1583167516
312	0.1577577163
313	0.156087793
314	0.155540107
315	0.1550337615
316	0.1544993653
317	0.1539722061
318	0.1535104468
319	0.1520271681
320	0.1515833216
321	0.1511615773
322	0.1507435232
323	0.1491681135
324	0.1487408202
325	0.147214254
326	0.1467842324
327	0.146330147
328	0.1459091131
329	0.1444146919
330	0.1440255187
331	0.1436412296
332	0.1432451656
333	0.1418079329
334	0.1414090349
335	0.141015716
336	0.1396112272
337	0.1392241551
338	0.138864506
339	0.1384934126
340	0.1381409952
341	0.1367808888
342	0.1364349054
343	0.1350257126
344	0.1346714039
345	0.1343131251
346	0.1339590052
347	0.1336092438
348	0.1323174809
349	0.1319737628
350	0.130750878
351	0.1304134166
352	0.130079536
353	0.1297496686
354	0.1285313139
355	0.1282076958
356	0.127202955
357	0.1269032288
358	0.1265467449
359	0.1262527143
360	0.1251140208
361	0.124825148
362	0.1244807028
363	0.1234157433
364	0.1231174759
365	0.1220059546
366	0.120953287
367	0.1199258637
368	0.1196365656
369	0.1186515396
370	0.1176666287
371	0.1166811534
372	0.1164157516
373	0.1161390157
374	0.1151812433
375	0.1149231188
376	0.1146544355
377	0.1137527039
378	0.1134873213
379	0.1132387699
380	0.1129932095
381	0.1127361205
382	0.1124958765
383	0.1116004148
384	0.1113642171
385	0.1111166164
386	0.1108856833
387	0.1099190221
388	0.109059444
389	0.1088334447
390	0.1086101779
391	0.1083892624
392	0.1076116909
393	0.1073950516
394	0.1064681013
395	0.1062548615
396	0.1054424055
397	0.1052327916
398	0.1050256325
399	0.1042872554
400	0.1040833581
401	0.1033016149
402	0.1031010023
403	0.102343413
404	0.102145576
405	0.1019502314
406	0.1010066457
407	0.1008005105
408	0.1000715071
409	0.09988218112
410	0.09925735358
411	0.0989574953
412	0.09866306747
413	0.09847997518
414	0.09781023191
415	0.09752377335
416	0.09663983911
417	0.09646266505
418	0.09628758555
419	0.0956394852
420	0.09536421054
421	0.09518049769
422	0.09433513074
423	0.09368809423
424	0.0930554665
425	0.09287679199
426	0.09225880399
427	0.09208293448
428	0.09190936207
429	0.09125477
430	0.09065616912
431	0.09049808942
432	0.08986111173
433	0.08970580279
434	0.08912696953
435	0.08897409366
436	0.08882301473
437	0.08824331281
438	0.08809437789
439	0.08753289759
440	0.08738643196
441	0.08683757674
442	0.08669346364
443	0.0861618104
444	0.08600779975
445	0.08547745025
446	0.08533784993
447	0.08477060464
448	0.08437956873
449	0.08424313793
450	0.08371529973
451	0.08322244786
452	0.08308835052
453	0.08271774065
454	0.08258582851
455	0.08222253591
456	0.0820926426
457	0.08160854357
458	0.08125672147
459	0.08112923853
460	0.08063984744
461	0.08051402868
462	0.07986920174
463	0.07936062116
464	0.07923774608
465	0.07911633216
466	0.07866328412
467	0.07833731771
468	0.07821809282
469	0.07770738459
470	0.07758972327
471	0.07692960001
472	0.07681417661
473	0.07634995339
474	0.07591849982
475	0.07580564575
476	0.07569414463
477	0.07539458631
478	0.07528485276
479	0.07485423402
480	0.07456385939
481	0.07445613985
482	0.07405584851
483	0.07377471539
484	0.07366894146
485	0.07339341583
486	0.07328925469
487	0.07288529017
488	0.07278262094
489	0.07251599582
490	0.0724148339
491	0.07194229325
492	0.0713681724
493	0.07126996768
494	0.07091908631
495	0.07055355551
496	0.07045688257
497	0.0703613584
498	0.07011265944
499	0.07001864407
500	0.069774963
501	0.06968227804
502	0.06935101812
503	0.06911456089
504	0.06902357003
505	0.06858089765
506	0.06806014422
507	0.06765200459
508	0.06756421059
509	0.06723991374
510	0.06685174075
511	0.06676558957
512	0.06668042321
513	0.0663720895
514	0.0660033135
515	0.06591960384
516	0.06583682687
517	0.06575499544
518	0.06542557
519	0.06534500227
520	0.06526541298
521	0.06479329383
522	0.06444464492
523	0.0643668432
524	0.06429003744
525	0.06397614433
526	0.06390043117
527	0.06364173081
528	0.0635671146
529	0.06326638336
530	0.06319280287
531	0.06312004569
532	0.06274504821
533	0.06267332609
534	0.06238272136
535	0.06209004048
536	0.06201937998
537	0.06165712076
538	0.06158755856
539	0.0615187269
540	0.06123519554
541	0.0609584605
542	0.06057051323
543	0.06035442065
544	0.05997583198
545	0.05976372987
546	0.0594239659
547	0.05912751307
548	0.05884153082
549	0.05877628468
550	0.05857199804
551	0.05824452625
552	0.05796790135
553	0.05790411937
554	0.05758540046
555	0.05752267758
556	0.05721092429
557	0.05697718446
558	0.05678242642
559	0.05672133666
560	0.05641803796
561	0.05620461271
562	0.0560161478
563	0.0557207931
564	0.05566164667
565	0.05537270107
566	0.05531454861
567	0.05503180107
568	0.05481498375
569	0.05461935561
570	0.05456270117
571	0.05428779677
572	0.05401852894
573	0.05391888008
574	0.05382086466
575	0.05350523834
576	0.0534506306
577	0.05319026701
578	0.0530947992
579	0.05283997263
580	0.05278672745
581	0.05248520096
582	0.05243283327
583	0.05211590029
584	0.0520143841
585	0.05196312391
586	0.05168193278
587	0.05158316281
588	0.05129688114
589	0.05124695696
590	0.05094176829
591	0.05080731239
592	0.05054007749
593	0.05048709045
594	0.05021436414
595	0.05016626961
596	0.0498887206
597	0.0498041544
598	0.04954182284
599	0.04949509732
600	0.04925520037
601	0.04920913576
602	0.04896064051
603	0.04883374662
604	0.04878833147
605	0.04857110052
606	0.04831603054
607	0.04815140535
608	0.04790212726
609	0.04785750329
610	0.04761360798
611	0.04745323197
612	0.04724686773
613	0.0470011262
614	0.04676867469
615	0.04672475167
616	0.04648877624
617	0.04644545467
618	0.04622582827
619	0.04603360534
620	0.04599058809
621	0.04583685458
622	0.04564922316
623	0.04560668413
624	0.04538993055
625	0.04524102905
626	0.04503586849
627	0.04499402027
628	0.04481302748
629	0.04457970108
630	0.04443752681
631	0.04423874746
632	0.04402295436
633	0.04382844401
634	0.04361822727
635	0.04357688554
636	0.04353608829
637	0.0433577463
638	0.04316789291
639	0.0429653281
640	0.04270617841
641	0.04266587205
642	0.04248118914
643	0.04229665338
644	0.04210878695
645	0.04186155962
646	0.04168270286
647	0.04150627589
648	0.04146683289
649	0.04124067419
650	0.04120182164
651	0.04101123945
652	0.04092394271
653	0.04088562624
654	0.04069819754
655	0.04048119559
656	0.04030358933
657	0.04013157372
658	0.03992318294
659	0.03975546548
660	0.03962511504
661	0.03945784784
662	0.03929417914
663	0.03911363824
664	0.03895110836
665	0.03869315345
666	0.03844169763
667	0.03833612281
668	0.03809135582
669	0.03790383745
670	0.03780172839
671	0.03756452847
672	0.03738380802
673	0.03728505283
674	0.03705519088
675	0.03689564116
676	0.03675302786
677	0.0365307319
678	0.03649315465
679	0.03627634927
680	0.03623907618
681	0.0362023056
682	0.03602727387
683	0.03582069846
684	0.0357843072
685	0.03569938197
686	0.03549450681
687	0.03545846073
688	0.03541765586
689	0.0352177413
690	0.03518217359
691	0.03514202575
692	0.03498005797
693	0.03494518117
694	0.03485692731
695	0.03482251124
696	0.03462817011
697	0.0345939386
698	0.03443491435
699	0.03440112649
700	0.03429121839
701	0.03418010438
702	0.03398603848
703	0.03395244473
704	0.03391930036
705	0.03381349779
706	0.03365994993
707	0.03362727415
708	0.03351166044
709	0.03332497823
710	0.03329254213
711	0.03326053891
712	0.03314829474
713	0.0329770232
714	0.03294519675
715	0.03280385997
716	0.03263732475
717	0.03260578269
718	0.03249640189
719	0.03246513953
720	0.0322953395
721	0.03226449708
722	0.03215709178
723	0.03212665132
724	0.0320742495
725	0.03190454556
726	0.03187426151
727	0.03184438018
728	0.03174052193
729	0.03158438556
730	0.03155466611
731	0.03141916324
732	0.03125874238
733	0.03122930976
734	0.03120026762
735	0.03114971373
736	0.03101199206
737	0.03098333859
738	0.03082999249
739	0.03072708306
740	0.03069868988
741	0.03054742416
742	0.03051952409
743	0.03042217698
744	0.0302735072
745	0.03024596029
746	0.03014563447
747	0.02999891123
748	0.02997177599
749	0.02987361105
750	0.02984666699
751	0.02970315956
752	0.02964869058
753	0.02957122773
754	0.02954473524
755	0.02940145168
756	0.02930570912
757	0.0292526771
758	0.02917778399
759	0.02915156603
760	0.02901180473
761	0.02898591713
762	0.02889258895
763	0.02886692646
764	0.02879396312
765	0.02876854881
766	0.02863204646
767	0.02854120675
768	0.02849568558
769	0.02840890573
770	0.02838369383
771	0.02835872266
772	0.02828819969
773	0.02826347257
774	0.02813066573
775	0.02804605942
776	0.02800133021
777	0.02797572779
778	0.02795135978
779	0.02781782315
780	0.0277747659
781	0.02775056247
782	0.02764139956
783	0.02759872651
784	0.02757483378
785	0.02750790589
786	0.02748417121
787	0.02746065091
788	0.0273524011
789	0.02731045254
790	0.02728721459
791	0.02722219395
792	0.02706047217
793	0.02703727359
794	0.02701435892
795	0.02691435934
796	0.02689164521
797	0.02675762328
798	0.02671702408
799	0.02664582965
800	0.02662337383
801	0.02660116544
802	0.02651606302
803	0.0264939105
804	0.02637278042
805	0.02635075418
806	0.02631100288
807	0.02628926245
808	0.02618186926
809	0.02616043628
810	0.02611904812
811	0.02609775776
812	0.0260568916
813	0.02603579471
814	0.02591287416
815	0.02585282865
816	0.02576446927
817	0.0256487852
818	0.02562744148
819	0.02560636463
820	0.02558551751
821	0.02550527994
822	0.02548451096
823	0.02536950081
824	0.02534889319
825	0.02532849404
826	0.02522606772
827	0.02513692675
828	0.02511689095
829	0.02500491389
830	0.0249850528
831	0.02496539913
832	0.02488045722
833	0.02477085211
834	0.02474254772
835	0.02472303744
836	0.02460674766
837	0.02456803456
838	0.02454873255
839	0.02452963345
840	0.02448589543
841	0.02446698233
842	0.02435405758
843	0.02431585479
844	0.02423330264
845	0.02421432102
846	0.02417880239
847	0.02406910176
848	0.02405022694
849	0.02403155631
850	0.02396953632
851	0.02395099131
852	0.0238618394
853	0.02382683814
854	0.02371765129
855	0.02369920704
856	0.02366478221
857	0.02358372463
858	0.02356563679
859	0.02346097297
860	0.02340092417
861	0.02336712331
862	0.02334912055
863	0.02327054153
864	0.02325258819
865	0.02321921439
866	0.02320152116
867	0.02309964415
868	0.02308197102
869	0.0230042491
870	0.02290550542
871	0.02288800953
872	0.02287072296
873	0.02283563037
874	0.02281854951
875	0.02273873993
876	0.02270668821
877	0.02268981884
878	0.02259095713
879	0.02253346515
880	0.02249899227
881	0.02248216023
882	0.02244813298
883	0.02243147766
884	0.02235769776
885	0.02232426648
886	0.02224867189
887	0.02223215925
888	0.02213308748
889	0.022102751
890	0.02208634488
891	0.02196727425
892	0.02193446097
893	0.0219182578
894	0.02188586868
895	0.02186987222
896	0.02180003425
897	0.02170675949
898	0.02169087127
899	0.02163472387
900	0.02161900639
901	0.02160150748
902	0.02158601921
903	0.02156876725
904	0.02147801495
905	0.02146260554
906	0.02139124959
907	0.02137594415
908	0.0213608007
909	0.02133279901
910	0.02126240155
911	0.02124738716
912	0.0212198047
913	0.02113202423
914	0.02111707414
915	0.02110228905
916	0.02103344986
917	0.02100468846
918	0.02097748133
919	0.02087135123
920	0.02083959001
921	0.02082310556
922	0.02079172455
923	0.0207754287
924	0.02074756333
925	0.02064400759
926	0.02062781962
927	0.02061184574
928	0.0205109049
929	0.02049503018
930	0.02047935211
931	0.02037775502
932	0.02036377984
933	0.02033631791
934	0.02032085722
935	0.02030558686
936	0.02020795776
937	0.0201927635
938	0.02009495616
939	0.02008123591
940	0.02006769507
941	0.02005273252
942	0.02003795664
943	0.01994276292
944	0.01992939652
945	0.01991617184
946	0.01990160511
947	0.01981023515
948	0.0197183033
949	0.01970518563
950	0.0196922053
951	0.01967785011
952	0.01958838096
953	0.01957556486
954	0.01956287178
955	0.0195487644
956	0.01946656063
957	0.01945253076
958	0.01943866115
959	0.01935101548
960	0.01928603863
961	0.01927353383
962	0.01926118342
963	0.0191929645
964	0.01918065913
965	0.01916705313
966	0.01910318001
967	0.01909100873
968	0.01906456495
969	0.0190282131
970	0.01901615275
971	0.01895347659
972	0.0189415034
973	0.01892961894
974	0.01885856622
975	0.01881701109
976	0.01880514984
977	0.01875727635
978	0.01874551803
979	0.01867766536
980	0.01864257803
981	0.01863083136
982	0.01861919912
983	0.01859876335
984	0.01853742511
985	0.01848531377
986	0.01847377731
987	0.01846236644
988	0.01845108179
989	0.01841650902
990	0.01835659548
991	0.01834416772
992	0.01833303114
993	0.01827408185
994	0.01824454922
995	0.01823347749
996	0.01818677531
997	0.01813724283
998	0.01812512592
999	0.01811315951
