srcStateName,srcDistrictName,District and Taluk Court Case type,Pending cases for a period of 0 to 1 Years,Pending cases for a period of 1 to 3 Years,Pending cases for a period of 3 to 5 Years,Pending cases for a period of 5 to 10 Years,Pending cases for a period of 10 to 20 Years,Pending cases for a period of 20 to 30 Years,Pending cases over 30 Years,Pending cases,Original pending cases,Pending Appeal cases,Pending Application cases,Pending Execution cases,Cases pending at Appearance or Service-Related stage,Cases pending at Compliance or Steps or stay stage,Cases pending at Evidence or Argument or Judgement stage,Cases pending at Pleadings or Issues or Charge stage,Cases instituted in last month,Cases disposed in last month,Cases filed by Senior Citizens,Cases filed by women,Cases delayed in disposal,Year
Kerala,Pathanamthitta,Total,52188,37695,28958,13300,900,28,3,133072,126311,741,2799,3221,65896,28897,4478,2589,4015,5405,6951,9394,1088,2021
Kerala,Thiruvananthapuram,Civil,31690,29978,13841,7596,1389,137,18,84649,63051,2673,2462,15486,27942,23248,9533,9553,2198,2360,12197,23492,79,2021
Kerala,Thiruvananthapuram,Criminal,102126,93164,58152,33025,1766,19,2,288254,266836,742,9839,0,121853,42750,6220,3296,6233,12582,16213,7222,45,2021
Kerala,Thiruvananthapuram,Total,133816,123142,71993,40621,3155,156,20,372903,329887,3415,12301,15486,149795,65998,15753,12849,8431,14942,28410,30714,124,2021
Kerala,Thrissur,Civil,39776,34591,19476,7563,544,47,7,102004,60391,2957,2297,36360,12341,15604,4519,3807,2469,2146,11119,12654,185,2021
Kerala,Thrissur,Criminal,45209,30135,23461,9057,278,1,1,108142,99107,1876,7161,0,24751,9286,2363,799,3420,6931,2809,5026,275,2021
Kerala,Thrissur,Total,84985,64726,42937,16620,822,48,8,210146,159498,4833,9458,36360,37092,24890,6882,4606,5889,9077,13928,17680,460,2021
Kerala,Wayanad,Civil,3943,1524,408,237,41,8,1,6162,4326,194,116,1526,2053,2573,378,853,344,206,883,1100,216,2021
Kerala,Wayanad,Criminal,12454,4328,2816,1160,26,0,0,20784,19368,152,1264,0,11879,6193,1084,776,947,2537,189,883,537,2021
Kerala,Wayanad,Total,16397,5852,3224,1397,67,8,1,26946,23694,346,1380,1526,13932,8766,1462,1629,1291,2743,1072,1983,753,2021
Ladakh,Kargil,Civil,114,63,27,15,1,0,0,220,173,5,5,26,66,44,90,18,25,34,32,17,7,2021
Ladakh,Kargil,Criminal,79,26,12,3,3,0,0,123,78,4,32,3,25,20,71,4,41,41,4,22,1,2021
Ladakh,Kargil,Total,193,89,39,18,4,0,0,343,251,9,37,29,91,64,161,22,66,75,36,39,8,2021
Ladakh,Leh,Civil,123,52,19,14,0,0,0,208,168,2,34,4,40,45,97,26,22,23,42,41,0,2021
Ladakh,Leh,Criminal,168,112,32,8,1,0,0,321,260,0,58,3,103,32,173,11,42,39,6,36,0,2021
Ladakh,Leh,Total,291,164,51,22,1,0,0,529,428,2,92,7,143,77,270,37,64,62,48,77,0,2021
Madhya Pradesh,Alirajpur,Civil,613,382,98,11,0,0,0,1104,861,10,0,233,0,57,387,660,57,106,159,152,385,2021
Madhya Pradesh,Alirajpur,Criminal,2756,2156,487,39,1,0,0,5439,5219,6,214,0,0,32,4462,942,417,550,25,101,2026,2021
Madhya Pradesh,Alirajpur,Total,3369,2538,585,50,1,0,0,6543,6080,16,214,233,0,89,4849,1602,474,656,184,253,2411,2021
Madhya Pradesh,Anuppur,Civil,1329,1154,479,245,17,0,0,3224,2658,237,0,329,50,311,835,2024,159,179,863,903,2016,2021
Madhya Pradesh,Anuppur,Criminal,4282,3564,1925,1070,45,0,0,10886,9058,151,1677,0,111,286,5122,5255,927,880,91,1294,6342,2021
Madhya Pradesh,Anuppur,Total,5611,4718,2404,1315,62,0,0,14110,11716,388,1677,329,161,597,5957,7279,1086,1059,954,2197,8358,2021
Madhya Pradesh,Ashoknagr,Civil,1073,890,351,172,62,4,3,2555,1855,174,0,526,0,323,524,1708,91,162,641,478,1866,2021
Madhya Pradesh,Ashoknagr,Criminal,5423,4892,2365,926,46,2,0,13654,12139,242,1273,0,0,115,7572,5963,879,948,106,664,8811,2021
Madhya Pradesh,Ashoknagr,Total,6496,5782,2716,1098,108,6,3,16209,13994,416,1273,526,0,438,8096,7671,970,1110,747,1142,10677,2021
Madhya Pradesh,Balaghat,Civil,2064,1978,752,298,29,13,2,5136,3857,487,0,792,57,727,1053,3296,175,245,1108,1600,2665,2021
Madhya Pradesh,Balaghat,Criminal,7797,6804,3403,1131,83,15,1,19234,16546,404,2284,0,239,362,8956,9659,1674,1128,160,1771,10081,2021
Madhya Pradesh,Balaghat,Total,9861,8782,4155,1429,112,28,3,24370,20403,891,2284,792,296,1089,10009,12955,1849,1373,1268,3371,12746,2021
Madhya Pradesh,Barwani,Civil,1243,1194,347,200,18,1,0,3003,2105,66,0,832,0,288,860,1854,85,116,439,629,1682,2021
Madhya Pradesh,Barwani,Criminal,6368,3649,1389,541,26,0,0,11973,10730,178,1065,0,0,143,4547,7274,1194,1124,147,686,6132,2021
Madhya Pradesh,Barwani,Total,7611,4843,1736,741,44,1,0,14976,12835,244,1065,832,0,431,5407,9128,1279,1240,586,1315,7814,2021
Madhya Pradesh,Betul,Civil,2675,2268,944,239,13,0,0,6139,4511,562,0,1066,210,858,1188,3879,278,311,1181,1566,2707,2021
Madhya Pradesh,Betul,Criminal,9013,6598,3595,1094,52,0,0,20352,17897,347,2108,0,404,271,9217,10454,1584,1734,214,1517,7785,2021
Madhya Pradesh,Betul,Total,11688,8866,4539,1333,65,0,0,26491,22408,909,2108,1066,614,1129,10405,14333,1862,2045,1395,3083,10492,2021
Madhya Pradesh,Bhind,Civil,3244,2343,1347,703,110,13,4,7764,6430,558,0,776,0,1508,1029,5225,325,391,2108,1602,4074,2021
Madhya Pradesh,Bhind,Criminal,11427,9252,4974,2555,228,5,0,28441,24935,648,2858,0,0,374,13046,14994,1785,1402,266,2095,14644,2021
Madhya Pradesh,Bhind,Total,14671,11595,6321,3258,338,18,4,36205,31365,1206,2858,776,0,1882,14075,20219,2110,1793,2374,3697,18718,2021
Madhya Pradesh,Bhopal,Civil,9038,7656,3188,1618,250,18,1,21769,17596,632,0,3541,0,2658,3084,16026,1084,926,2563,5446,7418,2021
Madhya Pradesh,Bhopal,Criminal,33159,35844,19991,9672,739,32,1,99438,90808,1002,7628,0,0,1364,37570,60503,9789,5064,1227,6785,33457,2021
